fiscal_year,total_assets,total_liabilities,stockholders_equity,revenue,operating_cashflow,ebit,interest_expense,net_income,total_debt,ebit_is_gross_profit_flag,ticker,cik,sector,entity,debt_to_asset,interest_coverage,debt_to_ebit,cashflow_to_debt,revenue_trend,debt_missing_flag,interest_missing_flag,interest_zero_flag
2021,3693100000,2025700000,1667400000,3925300000,984100000,1187500000,22600000.0,927400000,564000000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.15271722942785193,52.54424778761062,0.4749473684210526,1.7448581560283687,,False,False,False
2022,4330000000,2033100000,2296900000,4343000000,1271900000,1353600000,18000000.0,1063900000,440600000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.10175519630484989,75.2,0.32550236406619387,2.8867453472537448,0.10641224874531874,False,False,False
2023,4294600000,1893900000,2400700000,3094600000,510500000,342800000,12200000.0,297100000,400900000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.09334978810599358,28.098360655737704,1.1694865810968496,1.2733848840109754,-0.2874510706884642,False,False,False
2024,4595400000,1943400000,2652000000,3421800000,767800000,551300000,,476400000,361200000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.07860033946990469,,0.6551786686014874,2.125692137320044,0.1057325664059976,False,True,False
2025,4635600000,1876600000,2759000000,3344500000,547100000,499800000,,444800000,312100000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.06732677539045646,,0.6244497799119648,1.7529637936558795,-0.02259044947103861,False,True,False
2021,65015000000,65036000000,-21000000,59142000000,4542000000,-5040000000,217000000.0,666000000,7100000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.10920556794585864,-23.225806451612904,-1.4087301587301588,0.6397183098591549,,False,False,False
2022,63298000000,65570000000,-2272000000,263966000000,4434000000,2038000000,178000000.0,1114000000,5900000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.09320989604726848,11.44943820224719,2.8949950932286557,0.7515254237288136,3.4632579216123904,False,False,False
2023,62320000000,64177000000,-1857000000,276711000000,5159000000,4381000000,248000000.0,3560000000,5600000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.08985879332477535,17.66532258064516,1.2782469755763524,0.92125,0.04828273338232947,False,False,False
2024,67443000000,69414000000,-1971000000,308951000000,4314000000,3909000000,252000000.0,3002000000,5600000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.08303307978589328,15.511904761904763,1.4325914556152468,0.7703571428571429,0.11651145057478751,False,False,False
2025,75140000000,77214000000,-2074000000,359051000000,6085000000,4422000000,,3295000000,5700000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.07585839765770562,,1.2890094979647218,1.067543859649123,0.16216163728228739,False,True,False
2021,93083000000,41481000000,51428000000,30117000000,6240000000,4484000000,925000000.0,3606000000,26378000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.28338149823276,4.847567567567568,5.882694023193578,0.23656077033891879,,False,False,False
2022,90981000000,38260000000,52551000000,31686000000,7346000000,5752000000,553000000.0,5039000000,20372000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.22391488332728812,10.401446654611211,3.5417246175243395,0.36059297074415864,0.05209682239266855,False,False,False
2023,90948000000,39283000000,51483000000,31227000000,6039000000,5485000000,636000000.0,3758000000,24344000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.2676694374807582,8.624213836477987,4.438286235186873,0.24806933946763063,-0.014485892823328905,False,False,False
2024,89981000000,39561000000,50214000000,32364000000,6787000000,5144000000,719000000.0,3676000000,23932000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.26596725975483715,7.154381084840056,4.652410575427683,0.28359518636135717,0.03641079834758387,False,False,False
2025,91680000000,43424000000,48024000000,33537000000,7044000000,5955000000,,4662000000,25642000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.27969022687609074,,4.305961376994123,0.27470556118867484,0.03624397478680019,False,True,False
2021,38493000000,24852000000,13641000000,11142000000,4255000000,4447000000,646000000.0,3005000000,13840000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.3595458914607851,6.88390092879257,3.1122104789745895,0.3074421965317919,,False,False,False
2022,38885000000,26152000000,12733000000,12745000000,4222000000,4809000000,692000000.0,3270000000,15182000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.3904333290471904,6.949421965317919,3.156997296735288,0.278092477934396,0.14387004128522718,False,False,False
2023,41652000000,28871000000,12781000000,12156000000,3179000000,2851000000,722000000.0,1827000000,17179000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.41244117929511187,3.9487534626038783,6.0256050508593475,0.18505151638628559,-0.046214201647704956,False,False,False
2024,43682000000,29376000000,14306000000,12123000000,4052000000,4071000000,807000000.0,2622000000,17206000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.3938922210521496,5.044609665427509,4.226479980348809,0.2354992444496106,-0.002714708785784836,False,False,False
2025,45236000000,29689000000,15547000000,12180000000,4361000000,4356000000,,2873000000,17087000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.3777301264479618,,3.922635445362718,0.2552232691519869,0.004701806483543569,False,True,False
2021,4821544000,1141737000,3679807000,5256328000,1212606000,1391602000,1727000.0,1034375000,99947000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.020729251874503273,805.7915460335843,0.07182154092908748,12.132490219816503,,False,False,False
2022,4838610000,1185693000,3652917000,6260077000,1691582000,1840632000,1563000.0,1377159000,99963000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.020659445584579043,1177.6276391554702,0.05430906340865529,16.92208117003291,0.1909601151221918,False,False,False
2023,5512393000,1254582000,4257811000,5866152000,1569135000,1640673000,464000.0,1239502000,79977000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.014508580937534751,3535.9331896551726,0.0487464595321554,19.619828200607675,-0.06292654227735539,False,False,False
2024,5491395000,1246807000,4244588000,5814810000,1659283000,1543998000,212000.0,1186073000,59987000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.010923818082654772,7283.009433962264,0.03885173426390449,27.6607098204611,-0.008752245083318622,False,False,False
2025,5470160000,1159103000,4311057000,5496389000,1370133000,1361045000,296000.0,1023703000,39995000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.00731148631849891,4598.125,0.02938550892880103,34.25760720090011,-0.05476034470601787,False,False,False
2021,11718707000,11785130000,-66423000,3291493000,3207310000,675881000,144768000.0,518973000,3826978000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.3265699876274746,4.668718225022104,5.662206808595005,0.8380790273683308,,False,False,False
2022,12627979000,13688731000,-1060752000,3644493000,3148250000,682217000,157720000.0,528572000,4371653000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.3461878579303941,4.3254945472990105,6.408009474991095,0.720150936041813,0.1072461645824554,False,False,False
2023,13872995000,15612273000,-1739278000,3832015000,3034084000,718736000,201668000.0,552504000,5570125000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.40150847023299585,3.5639566019398217,7.749890084815565,0.5447066268710308,0.051453521793017654,False,False,False
2024,14893741000,16264702000,-1370961000,16708479000,3049576000,3251157000,222548000.0,2386680000,5520932000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.3706880628580825,14.60879001383971,1.698143768510718,0.5523661584674472,3.360233193241676,False,False,False
2025,16538253000,17301605000,-763352000,17781992000,2761993000,3460612000,235064000.0,2538209000,6016904000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.36381738748343007,14.7219991151346,1.7386820597050463,0.45903890106938716,0.06424959447236334,False,False,False
2021,25434800000,6666000000,18768800000,16071700000,7081300000,8946800000,57300000.0,8075300000,1980000000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.07784610061805086,156.13961605584643,0.22130817722537668,3.5764141414141415,,False,False,False
2022,29214500000,6550500000,22664000000,12172900000,5014900000,4738900000,59400000.0,4338400000,1981400000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.06782248540964247,79.77946127946127,0.4181139082909536,2.530988190168568,-0.2425879029598611,False,False,False
2023,33080200000,7107100000,25973100000,13117200000,4594000000,4047100000,73000000.0,3953600000,1982900000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.05994220107496327,55.43972602739726,0.4899557707988436,2.3168087145090523,0.07757395526127708,False,False,False
2024,37759400000,8405800000,29353600000,14202000000,4420500000,3990700000,,4412600000,1984400000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.052553801172688125,,0.49725612048011625,2.2276254787341263,0.08270057634251216,False,True,False
2025,40558700000,9301800000,31256900000,14342900000,4978900000,3577900000,,4504900000,1985900000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.048963600904368236,,0.555046256183795,2.507125232891888,0.009921137867905827,False,True,False
2021,7887500000,5283100000,2604400000,4400800000,380900000,-43600000,48500000.0,-121100000,1632900000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.20702377179080825,-0.8989690721649485,-37.45183486238532,0.233265968522261,,False,False,False
2022,7724700000,5188700000,2536000000,6218500000,715900000,798400000,54000000.0,600100000,1136500000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.1471254547102153,14.785185185185185,1.4234719438877756,0.6299164100307963,0.413038538447555,False,False,False
2023,6789500000,4359000000,2430500000,6443600000,411000000,704200000,40400000.0,522700000,1138500000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.16768539656823037,17.43069306930693,1.6167282022152798,0.36100131752305664,0.036198440138297094,False,False,False
2024,6602600000,4152300000,2450300000,6631400000,1069700000,756400000,42200000.0,646300000,1140500000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.1727349831884409,17.924170616113745,1.507800105764146,0.9379219640508549,0.029145198336333777,False,False,False
2025,7047300000,4458800000,2588500000,7079000000,1235100000,932100000,44100000.0,742900000,742900000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.10541625870900913,21.13605442176871,0.7970174873940564,1.6625386996904026,0.06749705944446127,False,False,False
2021,1845250000,624917000,1220333000,2288704000,382592000,335141000,3212000.0,253235000,31008000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.016804227069502777,104.34028642590286,0.09252225182833494,12.338493292053663,,False,False,False
2022,2174710000,595369000,1579341000,2792057000,473026000,470488000,2611000.0,357422000,16489000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.00758216038000469,180.19456147070088,0.03504658992365374,28.687367335799625,0.21992927001482054,False,False,False
2023,2583565000,642071000,1941494000,2881433000,577945000,460496000,2535000.0,354857000,6315000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.002444296930791368,181.6552268244576,0.013713474166985163,91.5193982581156,0.032010807802276275,False,False,False
2024,3166857000,855586000,2311271000,3209074000,583702000,482160000,8930000.0,362065000,194981000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.06156924673264375,53.993281075027994,0.4043906587025054,2.9936352772834276,0.11370765865456534,False,False,False
2025,3482681000,904982000,2577699000,3234286000,594973000,352200000,16444000.0,255036000,163000000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.046803023303024306,21.418146436390174,0.46280522430437254,3.6501411042944785,0.007856471991608771,False,False,False
2020,5413200000,5297600000,115600000,1860100000,246900000,183000000,22200000.0,-116100000,2792400000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.515850144092219,8.243243243243244,15.259016393442623,0.08841856467554791,,False,False,False
2021,6117600000,5028600000,1089000000,2225100000,87100000,302200000,27400000.0,-70900000,2878400000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.47051131162547405,11.02919708029197,9.524818001323627,0.030259866592551418,0.19622600935433576,False,False,False
2022,6682100000,4683900000,1998200000,2539300000,158800000,345200000,42700000.0,-54600000,2559000000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.3829634396372398,8.08430913348946,7.413093858632677,0.062055490425947636,0.14120713675789842,False,False,False
2023,6876700000,4889500000,1987200000,2743300000,293800000,328000000,48600000.0,-11900000,2701800000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.3928919394477002,6.748971193415638,8.237195121951219,0.10874231993485824,0.08033710077580425,False,False,False
2024,7890000000,6100300000,1789700000,3114300000,300100000,348800000,61800000.0,-168100000,3268900000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.41430925221799747,5.644012944983818,9.371846330275229,0.09180458258129646,0.1352385812707324,False,False,False
2021,51248000000,36808000000,14440000000,93561000000,10525000000,6539000000,977000000.0,4368000000,11536000000.0,False,TGT,27419,Retail,Target Corporation,0.22510146737433656,6.69293756397134,1.7641841260131519,0.9123613037447988,,False,False,False
2022,53811000000,40984000000,12827000000,106005000000,8625000000,8946000000,421000000.0,6946000000,13549000000.0,False,TGT,27419,Retail,Target Corporation,0.2517886677445132,21.24940617577197,1.5145316342499442,0.6365783452653332,0.1330041363388592,False,False,False
2023,53335000000,42103000000,11232000000,109120000000,4018000000,3848000000,478000000.0,2780000000,16009000000.0,False,TGT,27419,Retail,Target Corporation,0.3001593700196869,8.05020920502092,4.160343035343035,0.2509838216003498,0.02938540634875708,False,False,False
2024,55356000000,41924000000,13432000000,107412000000,8621000000,5707000000,502000000.0,4138000000,14922000000.0,False,TGT,27419,Retail,Target Corporation,0.2695642748753523,11.368525896414342,2.6146837217452252,0.5777375686905241,-0.015652492668621676,False,False,False
2025,57769000000,43103000000,14666000000,106566000000,7367000000,5566000000,,4091000000,14304000000.0,False,TGT,27419,Retail,Target Corporation,0.2476068479634406,,2.569888609414301,0.5150307606263982,-0.007876214948050464,False,True,False
2021,13093543000,7003879000,6089664000,12642117000,883695000,1363094000,83672000.0,991590000,4190288000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.32002705455658564,16.29092169423463,3.0741005389210136,0.21089123229715953,,False,False,False
2022,13494188000,7573606000,5920582000,13399370000,996023000,1003555000,126889000.0,675609000,4807980000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.35630006044083573,7.908920394990898,4.7909481792228625,0.20716038752241067,0.059899224156840125,False,False,False
2023,13967602000,7818601000,6149001000,14281976000,1267797000,1175381000,206674000.0,717795000,4912469000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.35170453740019225,5.687125618123228,4.1794694656456075,0.2580773537705785,0.06586921623927089,False,False,False
2024,14469749000,7803542000,6666207000,15827935000,2067101000,1681814000,186109000.0,1142097000,4504541000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.31130747326715896,9.03671504333482,2.6783823894913468,0.4588927040513118,0.10824545567083987,False,False,False
2025,15527593000,8251801000,7275792000,17364829000,1864397000,1994015000,156068000.0,1488796000,4752551000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.3060713273460993,12.776578158238717,2.3834078479850955,0.39229394908124077,0.09710009549571685,False,False,False
2021,69405000000,55152000000,14253000000,97287000000,15007000000,12810000000,694000000.0,12890000000,19784000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.28505150925725814,18.45821325648415,1.5444184231069478,0.7585422563687828,,False,False,False
2022,71124000000,51338000000,19786000000,100338000000,14104000000,13094000000,704000000.0,11548000000,19662000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.27644676902311455,18.599431818181817,1.5016037879945012,0.7173227545519276,0.031360819020012975,False,False,False
2023,70857000000,53551000000,17306000000,90958000000,10238000000,9141000000,785000000.0,6708000000,22264000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.31421031090788487,11.644585987261147,2.4356197352587245,0.4598454904779015,-0.09348402399888378,False,False,False
2024,70070000000,53352000000,16718000000,91070000000,10122000000,8468000000,,5782000000,21284000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.30375338946767516,,2.5134624468587625,0.4755685021612479,0.0012313375404031657,False,True,False
2025,73090000000,56863000000,16227000000,88661000000,8450000000,7867000000,,5572000000,24127000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.3300998768641401,,3.0668615736621327,0.35023003274339953,-0.026452179642033613,False,True,False
2021,252496000000,171571000000,80925000000,555233000000,36074000000,22548000000,1976000000.0,13510000000,44309000000.0,False,WMT,104169,Retail,Walmart Inc.,0.1754839680628604,11.410931174089068,1.965096682632606,0.814146110271051,,False,False,False
2022,244860000000,161607000000,83253000000,567762000000,24181000000,25942000000,1674000000.0,13673000000,37667000000.0,False,WMT,104169,Retail,Walmart Inc.,0.15383076043453403,15.497013142174433,1.451969778737183,0.6419677701967239,0.022565301414001038,False,False,False
2023,243197000000,166504000000,76693000000,605881000000,28841000000,20428000000,1787000000.0,11680000000,38840000000.0,False,WMT,104169,Retail,Walmart Inc.,0.15970591742496823,11.431449356463347,1.9013119248090855,0.7425592173017508,0.06713904769956436,False,False,False
2024,252399000000,168538000000,83861000000,642637000000,35726000000,27012000000,2259000000.0,15511000000,39579000000.0,False,WMT,104169,Retail,Walmart Inc.,0.15681123934722405,11.95750332005312,1.465237672145713,0.9026503954117082,0.06066537818482498,False,False,False
2025,260823000000,169810000000,91013000000,674538000000,36443000000,29348000000,2249000000.0,19436000000,35999000000.0,False,WMT,104169,Retail,Walmart Inc.,0.13802080338007,13.049355269008448,1.2266253237017855,1.0123336759354427,0.0496407769860745,False,False,False
2018,1617100000,1922600000,-305500000,5092000000,224800000,142900000,105800000.0,20200000,874900000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.5410302393172964,1.3506616257088846,6.122463261021694,0.25694365070293745,,False,False,False
2019,1831600000,2272800000,-441200000,4871200000,21500000,16200000,111200000.0,-104000000,862200000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.4707359685520856,0.14568345323741008,53.22222222222222,0.02493620969612619,-0.04336213668499611,False,False,False
2020,2185800000,2409100000,-223300000,4513700000,122500000,56500000,135900000.0,-53500000,1225400000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.5606185378351176,0.4157468727005151,21.68849557522124,0.09996735759751918,-0.07339054031860737,False,False,False
2021,2425600000,2789100000,-363500000,5121800000,10200000,103600000,150700000.0,-109100000,1554500000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.6408723614775725,0.6874585268745853,15.004826254826256,0.006561595368285622,0.13472317610829254,False,False,False
2022,2279300000,2660800000,-381500000,5244700000,121300000,197800000,162900000.0,21800000,1538000000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.6747685692975913,1.2142418661755678,7.775530839231547,0.07886866059817946,0.023995470342457637,False,False,False
