fiscal_year,total_assets,total_liabilities,stockholders_equity,revenue,operating_cashflow,ebit,interest_expense,net_income,total_debt,ebit_is_gross_profit_flag,ticker,cik,sector,entity,debt_to_asset,interest_coverage,debt_to_ebit,cashflow_to_debt,revenue_trend,debt_missing_flag,interest_missing_flag,interest_zero_flag,debt_to_asset_score,interest_coverage_score,debt_to_ebit_score,cashflow_to_debt_score,revenue_trend_score,composite_0_10,composite_score,composite_score_calibrated
2025,16402000000,11850000000,4552000000,22293000000,1278000000,909000000,158000000.0,582000000,2773000000.0,False,M,794367,Retail,"MACY'S, INC.",0.1690647482014388,5.753164556962025,3.0506050605060504,0.4608727010457987,-0.0346007275246839,False,False,False,8.0,8.0,6.0,10.0,5.0,7.800000000000001,78.0,67.19722896980336
2021,3693100000,2025700000,1667400000,3925300000,984100000,1187500000,22600000.0,927400000,564000000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.1527172294278519,52.54424778761062,0.4749473684210526,1.7448581560283687,,False,False,False,8.0,10.0,10.0,10.0,,9.666666666666666,96.66666666666666,94.72023984756972
2022,4330000000,2033100000,2296900000,4343000000,1271900000,1353600000,18000000.0,1063900000,440600000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.1017551963048498,75.2,0.3255023640661938,2.8867453472537448,0.1064122487453187,False,False,False,8.0,10.0,10.0,10.0,7.0,9.4,94.0,90.57421229601952
2023,4294600000,1893900000,2400700000,3094600000,510500000,342800000,12200000.0,297100000,400900000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.0933497881059935,28.098360655737704,1.1694865810968496,1.2733848840109754,-0.2789270688200296,False,False,False,10.0,10.0,8.0,10.0,0.0,8.600000000000001,86.00000000000001,78.5592849789299
2024,4595400000,1943400000,2652000000,3421800000,767800000,551300000,,476400000,361200000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.0786003394699046,,0.6551786686014874,2.125692137320044,0.1057325664059976,False,True,False,10.0,,10.0,10.0,7.0,9.571428571428573,95.71428571428572,93.23153191443735
2025,4635600000,1876600000,2759000000,3344500000,547100000,499800000,,444800000,312100000.0,False,MATX,3453,SupplyChain,"Matson, Inc.",0.0673267753904564,,0.6244497799119648,1.7529637936558795,-0.0225904494710386,False,True,False,10.0,,10.0,10.0,5.0,9.285714285714286,92.85714285714286,88.8187192850695
2021,65015000000,65036000000,-21000000,59142000000,4542000000,-5040000000,217000000.0,666000000,7100000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.1092055679458586,-12.348403755868544,-1.4087301587301588,0.6397183098591549,,False,False,False,8.0,0.0,0.0,10.0,,4.111111111111112,41.111111111111114,24.117636399990502
2022,63298000000,65570000000,-2272000000,263966000000,4434000000,2038000000,178000000.0,1114000000,5900000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.0932098960472684,11.44943820224719,2.894995093228656,0.7515254237288136,3.459289980291159,False,False,False,10.0,10.0,6.0,10.0,10.0,9.200000000000001,92.00000000000001,87.510572241826
2023,62320000000,64177000000,-1857000000,276711000000,5159000000,4381000000,248000000.0,3560000000,5600000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.0898587933247753,17.66532258064516,1.2782469755763524,0.92125,0.0482827333823294,False,False,False,10.0,10.0,8.0,10.0,5.0,9.100000000000001,91.00000000000001,85.9936192586516
2024,67443000000,69414000000,-1971000000,308951000000,4314000000,3909000000,252000000.0,3002000000,5600000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.0830330797858932,15.511904761904765,1.4325914556152468,0.7703571428571429,0.1165114505747875,False,False,False,10.0,10.0,8.0,10.0,7.0,9.3,93.0,89.03745086448065
2025,75140000000,77214000000,-2074000000,359051000000,6085000000,4422000000,,3295000000,5700000000.0,False,MCK,927653,Healthcare,McKESSON CORPORATION,0.0758583976577056,,1.2890094979647218,1.067543859649123,0.1621616372822873,False,True,False,10.0,,8.0,10.0,9.0,9.285714285714286,92.85714285714286,88.8187192850695
2021,93083000000,41481000000,51428000000,30117000000,6240000000,4484000000,925000000.0,3606000000,26378000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.28338149823276,4.847567567567568,5.882694023193578,0.2365607703389187,,False,False,False,6.0,8.0,4.0,9.0,,7.055555555555556,70.55555555555556,57.233452588389724
2022,90981000000,38260000000,52551000000,31686000000,7346000000,5752000000,553000000.0,5039000000,20372000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.2239148833272881,10.401446654611211,3.5417246175243395,0.3605929707441586,0.0520968223926685,False,False,False,8.0,10.0,6.0,10.0,7.0,8.600000000000001,86.00000000000001,78.5592849789299
2023,90948000000,39283000000,51483000000,31227000000,6039000000,5485000000,636000000.0,3758000000,24344000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.2676694374807582,8.624213836477987,4.438286235186873,0.2480693394676306,-0.0144858928233289,False,False,False,6.0,10.0,4.0,9.0,5.0,7.450000000000001,74.50000000000001,62.43815138980909
2024,89981000000,39561000000,50214000000,32364000000,6787000000,5144000000,719000000.0,3676000000,23932000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.2659672597548371,7.154381084840056,4.652410575427683,0.2835951863613571,0.0364107983475838,False,False,False,6.0,8.0,4.0,9.0,5.0,6.8500000000000005,68.5,54.58897180935669
2025,91680000000,43424000000,48024000000,33537000000,7044000000,5955000000,,4662000000,25642000000.0,False,MDT,1613103,Healthcare,Medtronic plc,0.2796902268760907,,4.305961376994123,0.2747055611886748,0.0362439747868001,False,True,False,6.0,,4.0,9.0,5.0,6.357142857142858,63.57142857142858,48.44167521494182
2021,38493000000,24852000000,13641000000,11142000000,4255000000,4447000000,646000000.0,3005000000,13840000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.3595458914607851,6.88390092879257,3.112210478974589,0.3074421965317919,,False,False,False,6.0,8.0,6.0,9.0,,7.500000000000001,75.00000000000001,63.10997693134873
2022,38885000000,26152000000,12733000000,12745000000,4222000000,4809000000,692000000.0,3270000000,15182000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.3904333290471904,6.949421965317919,3.156997296735288,0.278092477934396,0.1438700412852271,False,False,False,6.0,8.0,6.0,9.0,7.0,7.450000000000001,74.50000000000001,62.43815138980909
2023,41652000000,28871000000,12781000000,12156000000,3179000000,2851000000,722000000.0,1827000000,17179000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.4124411792951118,3.9487534626038783,6.025605050859348,0.1850515163862855,-0.0462142016477049,False,False,False,4.0,6.0,4.0,7.0,5.0,5.450000000000001,54.500000000000014,37.864689830580176
2024,43682000000,29376000000,14306000000,12123000000,4052000000,4071000000,807000000.0,2622000000,17206000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.3938922210521496,5.044609665427509,4.226479980348809,0.2354992444496106,-0.0027147087857848,False,False,False,6.0,8.0,4.0,9.0,5.0,6.8500000000000005,68.5,54.58897180935669
2025,45236000000,29689000000,15547000000,12180000000,4361000000,4356000000,,2873000000,17087000000.0,False,NSC,702165,SupplyChain,NORFOLK SOUTHERN CORPORATION,0.3777301264479618,,3.922635445362718,0.2552232691519869,0.0047018064835435,False,True,False,6.0,,6.0,9.0,5.0,6.928571428571429,69.28571428571429,55.59425538020062
2021,4821544000,1141737000,3679807000,5256328000,1212606000,1391602000,1727000.0,1034375000,99947000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.0207292518745032,805.7915460335843,0.0718215409290874,12.132490219816503,,False,False,False,10.0,10.0,10.0,10.0,,10.000000000000002,100.00000000000001,100.0
2022,4838610000,1185693000,3652917000,6260077000,1691582000,1840632000,1563000.0,1377159000,99963000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.020659445584579,1177.6276391554702,0.0543090634086552,16.92208117003291,0.1909601151221918,False,False,False,10.0,10.0,10.0,10.0,9.0,9.900000000000002,99.00000000000003,98.40480642250819
2023,5512393000,1254582000,4257811000,5866152000,1569135000,1640673000,464000.0,1239502000,79977000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.0145085809375347,3535.933189655173,0.0487464595321554,19.619828200607675,-0.0629265422773553,False,False,False,10.0,10.0,10.0,10.0,3.0,9.300000000000002,93.00000000000003,89.03745086448069
2024,5491395000,1246807000,4244588000,5814810000,1659283000,1543998000,212000.0,1186073000,59987000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.0109238180826547,4300.711293103447,0.0388517342639044,27.6607098204611,-0.0087522450833186,False,False,False,10.0,10.0,10.0,10.0,5.0,9.500000000000002,95.00000000000001,92.1208143458297
2025,5470160000,1159103000,4311057000,5496389000,1370133000,1361045000,296000.0,1023703000,39995000.0,False,ODFL,878927,SupplyChain,"OLD DOMINION FREIGHT LINE, INC.",0.007441409868021636,4300.711293103447,0.029385508928801,31.583892065651934,-0.0547603447060178,False,False,False,10.0,10.0,10.0,10.0,3.0,9.300000000000002,93.00000000000003,89.03745086448069
2021,11718707000,11785130000,-66423000,3291493000,3207310000,675881000,144768000.0,518973000,3826978000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.3265699876274746,4.668718225022104,5.662206808595005,0.8380790273683308,,False,False,False,6.0,8.0,4.0,10.0,,7.333333333333334,73.33333333333334,60.88107071501715
2022,12627979000,13688731000,-1060752000,3644493000,3148250000,682217000,157720000.0,528572000,4371653000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.3461878579303941,4.3254945472990105,6.408009474991095,0.720150936041813,0.1072461645824554,False,False,False,6.0,8.0,4.0,10.0,7.0,7.300000000000001,73.0,60.43890343735912
2023,13872995000,15612273000,-1739278000,3832015000,3034084000,718736000,201668000.0,552504000,5570125000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.4015084702329958,3.5639566019398217,7.749890084815565,0.5447066268710308,0.0514535217930176,False,False,False,4.0,6.0,4.0,10.0,7.0,6.400000000000001,64.00000000000001,48.9652479892499
2024,14893741000,16264702000,-1370961000,16708479000,3049576000,3251157000,222548000.0,2386680000,5520932000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.3706880628580825,14.60879001383971,1.698143768510718,0.5523661584674472,3.360233193241676,False,False,False,6.0,10.0,8.0,10.0,10.0,9.000000000000002,90.00000000000001,84.48663540236126
2025,16538253000,17301605000,-763352000,17781992000,2761993000,3460612000,235064000.0,2538209000,6016904000.0,False,ORLY,898173,Retail,O Reilly Automotive Inc,0.36381738748343,14.7219991151346,1.7386820597050463,0.4590389010693871,0.0642495944723633,False,False,False,6.0,10.0,8.0,10.0,7.0,8.700000000000001,87.00000000000001,80.02594369225835
2021,25434800000,6666000000,18768800000,16071700000,7081300000,8946800000,57300000.0,8075300000,1980000000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.0778461006180508,156.13961605584643,0.2213081772253766,3.576414141414141,,False,False,False,10.0,10.0,10.0,10.0,,10.000000000000002,100.00000000000001,100.0
2022,29214500000,6550500000,22664000000,12172900000,5014900000,4738900000,59400000.0,4338400000,1981400000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.0678224854096424,79.77946127946127,0.4181139082909536,2.530988190168568,-0.2425879029598611,False,False,False,10.0,10.0,10.0,10.0,0.0,9.000000000000002,90.00000000000001,84.48663540236126
2023,33080200000,7107100000,25973100000,13117200000,4594000000,4047100000,73000000.0,3953600000,1982900000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.0599422010749632,55.43972602739726,0.4899557707988436,2.3168087145090523,0.077573955261277,False,False,False,10.0,10.0,10.0,10.0,7.0,9.700000000000001,97.00000000000001,95.24337464098011
2024,37759400000,8405800000,29353600000,14202000000,4420500000,3990700000,,4412600000,1984400000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.0525538011726881,,0.4972561204801162,2.2276254787341263,0.0827005763425121,False,True,False,10.0,,10.0,10.0,7.0,9.571428571428573,95.71428571428572,93.23153191443735
2025,40558700000,9301800000,31256900000,14342900000,4978900000,3577900000,,4504900000,1985900000.0,False,REGN,872589,Healthcare,"REGENERON PHARMACEUTICALS, INC.",0.0489636009043682,,0.555046256183795,2.507125232891888,0.0099211378679058,False,True,False,10.0,,10.0,10.0,5.0,9.285714285714286,92.85714285714286,88.8187192850695
2021,7887500000,5283100000,2604400000,4400800000,380900000,-43600000,48500000.0,-121100000,1632900000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.2070237717908082,-0.8989690721649485,-37.45183486238532,0.233265968522261,,False,False,False,8.0,0.0,0.0,9.0,,3.833333333333334,38.33333333333334,21.56366305068353
2022,7724700000,5188700000,2536000000,6218500000,715900000,798400000,54000000.0,600100000,1136500000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.1471254547102153,14.785185185185185,1.4234719438877756,0.6299164100307963,0.413038538447555,False,False,False,8.0,10.0,8.0,10.0,10.0,9.300000000000002,93.00000000000003,89.03745086448069
2023,6789500000,4359000000,2430500000,6443600000,411000000,704200000,40400000.0,522700000,1138500000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.1676853965682303,17.43069306930693,1.6167282022152798,0.3610013175230566,0.036198440138297,False,False,False,8.0,10.0,8.0,10.0,5.0,8.800000000000002,88.00000000000003,81.50275240950091
2024,6602600000,4152300000,2450300000,6631400000,1069700000,756400000,42200000.0,646300000,1140500000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.1727349831884409,17.924170616113745,1.507800105764146,0.9379219640508548,0.0291451983363337,False,False,False,8.0,10.0,8.0,10.0,5.0,8.800000000000002,88.00000000000003,81.50275240950091
2025,7047300000,4458800000,2588500000,7079000000,1235100000,932100000,44100000.0,742900000,742900000.0,False,RL,1037038,Retail,Ralph Lauren Corporation,0.1054162587090091,21.13605442176871,0.7970174873940564,1.6625386996904026,0.0674970594444612,False,False,False,8.0,10.0,10.0,10.0,7.0,9.4,94.0,90.57421229601952
2021,1845250000,624917000,1220333000,2288704000,382592000,335141000,3212000.0,253235000,31008000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.0168042270695027,104.34028642590286,0.0925222518283349,12.338493292053665,,False,False,False,10.0,10.0,10.0,10.0,,10.000000000000002,100.00000000000001,100.0
2022,2174710000,595369000,1579341000,2792057000,473026000,470488000,2611000.0,357422000,16489000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.0075821603800046,180.19456147070088,0.0350465899236537,28.687367335799625,0.2199292700148205,False,False,False,10.0,10.0,10.0,10.0,9.0,9.900000000000002,99.00000000000003,98.40480642250819
2023,2583565000,642071000,1941494000,2881433000,577945000,460496000,2535000.0,354857000,6315000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.007441409868021636,181.6552268244576,0.0137134741669851,31.583892065651934,0.0320108078022762,False,False,False,10.0,10.0,10.0,10.0,5.0,9.500000000000002,95.00000000000001,92.1208143458297
2024,3166857000,855586000,2311271000,3209074000,583702000,482160000,8930000.0,362065000,194981000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.0615692467326437,53.993281075028,0.4043906587025054,2.993635277283428,0.1137076586545653,False,False,False,10.0,10.0,10.0,10.0,7.0,9.700000000000001,97.00000000000001,95.24337464098011
2025,3482681000,904982000,2577699000,3234286000,594973000,352200000,16444000.0,255036000,163000000.0,False,SAIA,1177702,SupplyChain,"Saia, Inc.",0.0468030233030243,21.41814643639017,0.4628052243043725,3.6501411042944794,0.0078564719916087,False,False,False,10.0,10.0,10.0,10.0,5.0,9.500000000000002,95.00000000000001,92.1208143458297
2020,5413200000,5297600000,115600000,1860100000,246900000,183000000,22200000.0,-116100000,2792400000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.515850144092219,8.243243243243244,15.259016393442623,0.0884185646755479,,False,False,False,4.0,10.0,0.0,5.0,,5.388888888888889,53.88888888888889,37.18765272429328
2021,6117600000,5028600000,1089000000,2225100000,87100000,302200000,27400000.0,-70900000,2878400000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.470511311625474,11.02919708029197,9.524818001323627,0.0302598665925514,0.1962260093543357,False,False,False,4.0,10.0,2.0,2.0,9.0,5.400000000000001,54.000000000000014,37.3104095047531
2022,6682100000,4683900000,1998200000,2539300000,158800000,345200000,42700000.0,-54600000,2559000000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.3829634396372398,8.08430913348946,7.413093858632677,0.0620554904259476,0.1412071367578984,False,False,False,6.0,10.0,4.0,5.0,7.0,6.650000000000001,66.50000000000001,52.06125492661121
2023,6876700000,4889500000,1987200000,2743300000,293800000,328000000,48600000.0,-11900000,2701800000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.3928919394477002,6.748971193415638,8.237195121951219,0.1087423199348582,0.0803371007758042,False,False,False,6.0,8.0,2.0,7.0,7.0,6.15,61.5,45.94097259896739
2024,7890000000,6100300000,1789700000,3114300000,300100000,348800000,61800000.0,-168100000,3268900000.0,False,SGRY,1638833,Healthcare,"Surgery Partners, Inc.",0.4143092522179974,5.644012944983818,9.371846330275227,0.0918045825812964,0.1352385812707324,False,False,False,4.0,8.0,2.0,5.0,7.0,5.350000000000001,53.500000000000014,36.75920000680949
2021,51248000000,36808000000,14440000000,93561000000,10525000000,6539000000,977000000.0,4368000000,11536000000.0,False,TGT,27419,Retail,Target Corporation,0.2251014673743365,6.69293756397134,1.764184126013152,0.9123613037447988,,False,False,False,8.0,8.0,8.0,10.0,,8.555555555555555,85.55555555555556,77.91070696499807
2022,53811000000,40984000000,12827000000,106005000000,8625000000,8946000000,421000000.0,6946000000,13549000000.0,False,TGT,27419,Retail,Target Corporation,0.2517886677445132,21.24940617577197,1.5145316342499442,0.6365783452653332,0.1330041363388592,False,False,False,6.0,10.0,8.0,10.0,7.0,8.700000000000001,87.00000000000001,80.02594369225835
2023,53335000000,42103000000,11232000000,109120000000,4018000000,3848000000,478000000.0,2780000000,16009000000.0,False,TGT,27419,Retail,Target Corporation,0.3001593700196869,8.05020920502092,4.160343035343035,0.2509838216003498,0.029385406348757,False,False,False,6.0,10.0,4.0,9.0,5.0,7.450000000000001,74.50000000000001,62.43815138980909
2024,55356000000,41924000000,13432000000,107412000000,8621000000,5707000000,502000000.0,4138000000,14922000000.0,False,TGT,27419,Retail,Target Corporation,0.2695642748753523,11.368525896414342,2.614683721745225,0.5777375686905241,-0.0156524926686216,False,False,False,6.0,10.0,6.0,10.0,5.0,8.100000000000001,81.00000000000001,71.37991561611523
2025,57769000000,43103000000,14666000000,106566000000,7367000000,5566000000,,4091000000,14304000000.0,False,TGT,27419,Retail,Target Corporation,0.2476068479634406,,2.569888609414301,0.5150307606263982,-0.0078762149480504,False,True,False,8.0,,6.0,10.0,5.0,7.714285714285715,77.14285714285715,66.01963997985338
2021,13093543000,7003879000,6089664000,12642117000,883695000,1363094000,83672000.0,991590000,4190288000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.3200270545565856,16.29092169423463,3.0741005389210136,0.2108912322971595,,False,False,False,6.0,10.0,6.0,9.0,,8.166666666666668,81.66666666666669,72.32221644856668
2022,13494188000,7573606000,5920582000,13399370000,996023000,1003555000,126889000.0,675609000,4807980000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.3563000604408357,7.908920394990898,4.790948179222863,0.2071603875224106,0.0598992241568401,False,False,False,6.0,8.0,4.0,9.0,7.0,7.050000000000001,70.5,57.16136448576874
2023,13967602000,7818601000,6149001000,14281976000,1267797000,1175381000,206674000.0,717795000,4912469000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.3517045374001922,5.687125618123228,4.179469465645608,0.2580773537705785,0.0658692162392708,False,False,False,6.0,8.0,4.0,9.0,7.0,7.050000000000001,70.5,57.16136448576874
2024,14469749000,7803542000,6666207000,15827935000,2067101000,1681814000,186109000.0,1142097000,4504541000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.3113074732671589,9.03671504333482,2.6783823894913468,0.4588927040513118,0.1082454556708398,False,False,False,6.0,10.0,6.0,10.0,7.0,8.3,83.0,74.22068321674394
2025,15527593000,8251801000,7275792000,17364829000,1864397000,1994015000,156068000.0,1488796000,4752551000.0,False,UHS,352915,Healthcare,"UNIVERSAL HEALTH SERVICES, INC.",0.3060713273460993,12.776578158238715,2.3834078479850955,0.3922939490812407,0.0971000954957168,False,False,False,6.0,10.0,6.0,10.0,7.0,8.3,83.0,74.22068321674394
2021,69405000000,55152000000,14253000000,97287000000,15007000000,12810000000,694000000.0,12890000000,19784000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.2850515092572581,18.45821325648415,1.5444184231069478,0.7585422563687828,,False,False,False,6.0,10.0,8.0,10.0,,8.88888888888889,88.88888888888889,82.82395481737235
2022,71124000000,51338000000,19786000000,100338000000,14104000000,13094000000,704000000.0,11548000000,19662000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.2764467690231145,18.599431818181817,1.5016037879945012,0.7173227545519276,0.0313608190200129,False,False,False,6.0,10.0,8.0,10.0,5.0,8.500000000000002,85.00000000000001,77.10282331663666
2023,70857000000,53551000000,17306000000,90958000000,10238000000,9141000000,785000000.0,6708000000,22264000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.3142103109078848,11.644585987261149,2.4356197352587245,0.4598454904779015,-0.0934840239988837,False,False,False,6.0,10.0,6.0,10.0,3.0,7.9,79.0,68.58092620107284
2024,70070000000,53352000000,16718000000,91070000000,10122000000,8468000000,,5782000000,21284000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.3037533894676751,,2.5134624468587625,0.4755685021612479,0.0012313375404031,False,True,False,6.0,,6.0,10.0,5.0,7.285714285714286,72.85714285714286,60.24977338193695
2025,73090000000,56863000000,16227000000,88661000000,8450000000,7867000000,,5572000000,24127000000.0,False,UPS,1090727,SupplyChain,"United Parcel Service, Inc.",0.3300998768641401,,3.0668615736621327,0.3502300327433995,-0.0264521796420336,False,True,False,6.0,,6.0,10.0,5.0,7.285714285714286,72.85714285714286,60.24977338193695
2021,252496000000,171571000000,80925000000,555233000000,36074000000,22548000000,1976000000.0,13510000000,44309000000.0,False,WMT,104169,Retail,Walmart Inc.,0.1754839680628604,11.410931174089068,1.965096682632606,0.814146110271051,,False,False,False,8.0,10.0,8.0,10.0,,9.222222222222223,92.22222222222223,87.8490223492432
2022,244860000000,161607000000,83253000000,567762000000,24181000000,25942000000,1674000000.0,13673000000,37667000000.0,False,WMT,104169,Retail,Walmart Inc.,0.153830760434534,15.497013142174431,1.451969778737183,0.6419677701967239,0.022565301414001,False,False,False,8.0,10.0,8.0,10.0,5.0,8.800000000000002,88.00000000000003,81.50275240950091
2023,243197000000,166504000000,76693000000,605881000000,28841000000,20428000000,1787000000.0,11680000000,38840000000.0,False,WMT,104169,Retail,Walmart Inc.,0.1597059174249682,11.431449356463348,1.9013119248090853,0.7425592173017508,0.0671390476995643,False,False,False,8.0,10.0,8.0,10.0,7.0,9.000000000000002,90.00000000000001,84.48663540236126
2024,252399000000,168538000000,83861000000,642637000000,35726000000,27012000000,2259000000.0,15511000000,39579000000.0,False,WMT,104169,Retail,Walmart Inc.,0.156811239347224,11.95750332005312,1.465237672145713,0.9026503954117082,0.0606653781848249,False,False,False,8.0,10.0,8.0,10.0,7.0,9.000000000000002,90.00000000000001,84.48663540236126
2025,260823000000,169810000000,91013000000,674538000000,36443000000,29348000000,2249000000.0,19436000000,35999000000.0,False,WMT,104169,Retail,Walmart Inc.,0.13802080338007,13.049355269008448,1.2266253237017857,1.0123336759354429,0.0496407769860745,False,False,False,8.0,10.0,8.0,10.0,5.0,8.800000000000002,88.00000000000003,81.50275240950091
2018,1617100000,1922600000,-305500000,5092000000,224800000,142900000,105800000.0,20200000,874900000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.5410302393172964,1.3506616257088846,6.122463261021694,0.2569436507029374,,False,False,False,4.0,4.0,4.0,9.0,,5.388888888888889,53.88888888888889,37.18765272429328
2019,1831600000,2272800000,-441200000,4871200000,21500000,16200000,111200000.0,-104000000,862200000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.4707359685520856,0.14568345323741,22.905923420660674,0.027491565006410243,-0.0433621366849961,False,False,False,4.0,2.0,0.0,2.0,5.0,2.2000000000000006,22.000000000000007,8.869033377534445
2020,2185800000,2409100000,-223300000,4513700000,122500000,56500000,135900000.0,-53500000,1225400000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.5606185378351176,0.4157468727005151,21.68849557522124,0.0999673575975191,-0.0733905403186073,False,False,False,4.0,2.0,0.0,5.0,3.0,2.7500000000000004,27.500000000000004,12.674543028933055
2021,2425600000,2789100000,-363500000,5121800000,10200000,103600000,150700000.0,-109100000,1554500000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.6408723614775725,0.6874585268745853,15.004826254826256,0.027491565006410243,0.1347231761082925,False,False,False,2.0,2.0,0.0,2.0,7.0,2.1000000000000005,21.000000000000007,8.232862678396364
2022,2279300000,2660800000,-381500000,5244700000,121300000,197800000,162900000.0,21800000,1538000000.0,False,YELL,716006,SupplyChain,Yellow Corporation,0.6747685692975913,1.2142418661755678,7.775530839231547,0.0788686605981794,0.0239954703424576,False,False,False,2.0,4.0,4.0,5.0,5.0,4.050000000000001,40.50000000000001,23.54659083144142
